类别,准确率,召回率,F值,样本数目
abstract,0.960818713422,0.987083208141,0.973773392491
address,0.935975609471,0.919161676372,0.927491946891
affiliation,0.9829867673,0.856672158014,0.915492459943
author,0.953424657273,0.775055679115,0.855036360152
date,0.960526314526,0.973333332036,0.96688691596
degree,0.968253966717,0.5980392151,0.739393466432
email,0.977678570992,0.939914162687,0.958424007433
intro,0.990654205145,0.954954954525,0.972476563943
keyword,0.949999997625,0.34545454514,0.50666627488
note,0.919354838215,0.571906354324,0.705154166027
page,0.999999998824,0.999999998824,0.999999498824
phone,0.91999999632,0.91999999632,0.91999949632
pubnum,0.933333330222,0.874999997266,0.903225304059
title,0.929859719253,0.897485493057,0.913385326749
web,0.944444439198,0.999999994118,0.971428066286
