[MNTWOC+Helvetica-Bold]|||17.0|||89.30908|||100.6758|||A Virtual Machine Environment for Teaching the |||516.1657104492188|||17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,|||100.6758,113.155945,118.195076,130.19377,135.2329,142.19246,148.1927,159.23207,169.19176,174.23088,179.27,194.26881,204.2285,214.18819,225.22755,230.26668,241.30605,251.26573,256.30487,268.30356,279.34293,288.94333,293.98245,300.94202,311.98138,323.02075,338.98068,348.94037,359.97974,365.97998,371.0191,377.01935,388.05872,395.01828,400.0574,411.09677,421.05646,431.01614,440.97583,452.0152,457.05432,468.0937,479.13306,484.17218,490.17242,501.2118,511.17148, 
[MNTWOC+Helvetica-Bold]|||17.0|||110.66876|||163.5508|||Development of System Software|||448.4473876953125|||17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,|||163.5508,176.5106,186.47029,196.07068,206.03036,211.06949,222.10886,233.14822,249.10815,259.06784,270.1072,276.10745,281.14658,292.18594,298.1862,303.2253,315.224,325.06332,335.023,341.02325,350.98294,366.94287,371.982,383.98068,395.02005,401.0203,407.02054,421.5397,431.4994,438.45895, 
[QBXWOC+Helvetica]|||11.0|||129.86737|||90.9563|||Joseph A. Driscoll |||188.36793518066406|||11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,|||90.9563,96.83681,103.43711,109.31762,115.91792,122.51823,129.11853,132.3582,140.27832,143.51799,146.75766,155.27782,159.11751,161.63737,167.51788,173.39839,179.9987,182.51857,185.03844, 
[QBXWOC+Helvetica]|||9.0|||141.74689|||63.8374|||Department of Computer Science |||214.79425048828125|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||63.8374,71.03723,76.55714,82.07704,87.59695,90.9568,93.716255,102.236176,107.75608,113.275986,116.03544,118.7949,124.314804,127.194534,129.95398,137.15381,142.6737,151.19362,156.71353,162.23343,164.99287,170.51279,173.87263,176.63208,183.2315,188.27129,190.43134,195.95123,201.47113,206.51091,212.03082, 
[QBXWOC+Helvetica]|||9.0|||153.14655|||61.31751|||Middle Tennessee State University |||217.4334259033203|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||61.31751,69.59687,71.75692,77.276825,82.79673,84.95678,90.476685,93.23614,99.47573,104.995636,110.51554,116.035446,121.55535,126.59513,131.63492,137.15482,142.67471,145.43416,152.03358,154.79303,160.31293,163.07237,168.59229,171.35173,178.55156,184.07147,186.23152,191.15103,196.67093,200.03078,205.07056,207.2306,209.99005,214.67, 
[QBXWOC+Helvetica]|||9.0|||164.5462|||83.63669|||Murfreesboro, TN 37132 |||195.11520385742188|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||83.63669,91.916046,97.43595,100.79581,103.67554,107.03539,112.5553,118.0752,123.11498,128.63489,134.15479,137.51463,143.03455,145.79399,148.55344,154.79301,161.99284,164.75229,170.27219,175.79208,181.31198,186.83188,192.35178, 
[QBXWOC+Helvetica]|||9.0|||175.94586|||96.835556|||driscoll@mtsu.edu |||181.79611206054688|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||96.835556,102.35546,105.71532,107.87537,112.915146,117.954926,123.47483,125.63488,127.79493,137.8745,146.39441,149.15385,154.19363,159.71353,162.47298,167.99289,173.51279,179.03268, 
[QBXWOC+Helvetica]|||11.0|||129.86737|||265.429|||Ralph M. Butler |||349.8785400390625|||11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,|||265.429,273.94913,280.54944,283.06934,289.66965,296.26996,299.50964,309.3496,312.5893,315.82898,323.7491,330.34943,333.5891,336.109,342.70932,346.54904, 
[QBXWOC+Helvetica]|||9.0|||141.74689|||231.8304|||Department of Computer Science |||382.78729248046875|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||231.8304,239.03023,244.55014,250.07004,255.58994,258.9498,261.70926,270.2292,275.74908,281.26898,284.02844,286.7879,292.3078,295.18753,297.947,305.14682,310.66672,319.18665,324.70654,330.22644,332.9859,338.5058,341.86566,344.62512,351.22455,356.26434,358.42438,363.94427,369.46417,374.50397,380.02386, 
[QBXWOC+Helvetica]|||9.0|||153.14655|||229.3105|||Middle Tennessee State University |||385.4264831542969|||9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,|||229.3105,237.58986,239.74991,245.2698,250.7897,252.94975,258.46967,261.22913,267.46872,272.98862,278.5085,284.0284,289.5483,294.5881,299.6279,305.1478,310.6677,313.42715,320.02658,322.78604,328.30594,331.0654,336.5853,339.34476,346.5446,352.06448,354.22452,359.14404,364.66394,368.0238,373.0636,375.22363,377.9831,382.66306, 
