类别,准确率,召回率,F值,样本数目
abstract,0.76388542962,0.921297686965,0.835239155756
abstract,0.0,0.0,0.0
abstract,0.760465692327,0.922198858488,0.833559102751
abstract,0.0,0.0,0.0
abstract,0.765219560859,0.921297686965,0.836036031451
abstract,0.0,0.0,0.0
abstract,0.759524987611,0.922198858488,0.832993670984
abstract,0.0,0.0,0.0
abstract,0.765219560859,0.921297686965,0.836036031451
abstract,0.0,0.0,0.0
address,0.0567901234428,0.0688622754285,0.0622457833574
address,0.00769230768639,0.00299401197515,0.0043099415118
address,0.0152671755609,0.0059880239503,0.00860174584492
address,0.0079999999936,0.00299401197515,0.0043569021753
address,0.0424242423985,0.0209580838261,0.0280556695714
address,0.0079999999936,0.00299401197515,0.0043569021753
address,0.0152671755609,0.0059880239503,0.00860174584492
address,0.00769230768639,0.00299401197515,0.0043099415118
address,0.0437499999727,0.0209580838261,0.0283396429988
address,0.0079999999936,0.00299401197515,0.0043569021753
affiliation,0.0784313723952,0.00658978583087,0.0121579117089
affiliation,0.0212765956994,0.00164744645772,0.00305797057882
affiliation,0.0212765956994,0.00164744645772,0.00305797057882
affiliation,0.0212765956994,0.00164744645772,0.00305797057882
affiliation,0.0212765956994,0.00164744645772,0.00305797057882
affiliation,0.0212765956994,0.00164744645772,0.00305797057882
affiliation,0.0212765956994,0.00164744645772,0.00305797057882
affiliation,0.0212765956994,0.00164744645772,0.00305797057882
affiliation,0.0212765956994,0.00164744645772,0.00305797057882
affiliation,0.0212765956994,0.00164744645772,0.00305797057882
author,0.0,0.0,0.0
author,0.0,0.0,0.0
author,0.0,0.0,0.0
author,0.0,0.0,0.0
author,0.0,0.0,0.0
author,0.0,0.0,0.0
author,0.0,0.0,0.0
author,0.0,0.0,0.0
author,0.0,0.0,0.0
author,0.0,0.0,0.0
date,0.0,0.0,0.0
date,0.0,0.0,0.0
date,0.0,0.0,0.0
date,0.0,0.0,0.0
date,0.0,0.0,0.0
date,0.0,0.0,0.0
date,0.0,0.0,0.0
date,0.0,0.0,0.0
date,0.0,0.0,0.0
date,0.0,0.0,0.0
degree,0.0105421686731,0.0686274509131,0.0182765315445
degree,0.0178571428526,0.0686274509131,0.0283397532746
degree,0.00655021833918,0.029411764677,0.0107139877851
degree,0.0183486238448,0.0392156862361,0.024999565695
degree,0.00659340659196,0.029411764677,0.0107716936441
degree,0.00689655171938,0.00980392155902,0.00809668116788
degree,0.0112994350261,0.0588235293541,0.0189570756251
degree,0.00704225351617,0.00980392155902,0.00819623477089
degree,0.00655021833918,0.029411764677,0.0107139877851
degree,0.0183486238448,0.0392156862361,0.024999565695
email,0.00287356321757,0.00429184549172,0.00344186044664
email,0.00261780104644,0.00429184549172,0.00325156193631
email,0.00285714285633,0.00429184549172,0.00343005193581
email,0.002832861189,0.00429184549172,0.00341249031638
email,0.00287356321757,0.00429184549172,0.00344186044664
email,0.00260416666599,0.00429184549172,0.00324102110002
email,0.00287356321757,0.00429184549172,0.00344186044664
email,0.002832861189,0.00429184549172,0.00341249031638
email,0.00285714285633,0.00429184549172,0.00343005193581
email,0.00261780104644,0.00429184549172,0.00325156193631
intro,0.0,0.0,0.0
intro,0.0,0.0,0.0
intro,0.0,0.0,0.0
intro,0.0,0.0,0.0
intro,0.0,0.0,0.0
intro,0.0,0.0,0.0
intro,0.0,0.0,0.0
intro,0.0,0.0,0.0
intro,0.0,0.0,0.0
intro,0.0,0.0,0.0
keyword,0.0,0.0,0.0
keyword,0.0,0.0,0.0
keyword,0.0,0.0,0.0
keyword,0.0,0.0,0.0
keyword,0.0,0.0,0.0
keyword,0.0,0.0,0.0
keyword,0.0,0.0,0.0
keyword,0.0,0.0,0.0
keyword,0.0,0.0,0.0
keyword,0.0,0.0,0.0
note,0.217391304112,0.0668896320847,0.102301430369
note,0.0351562499931,0.0602006688762,0.0443891769003
note,0.0515873015668,0.043478260855,0.0471864364755
note,0.0132013201277,0.0133779264169,0.0132885365813
note,0.0897435896285,0.0234113712296,0.0371349503171
note,0.0132013201277,0.0133779264169,0.0132885365813
note,0.99999995,0.00668896320847,0.0132890233353
note,0.0237467018407,0.0301003344381,0.026548179529
note,0.99999995,0.00668896320847,0.0132890233353
note,0.0132013201277,0.0133779264169,0.0132885365813
page,0.0,0.0,0.0
page,0.0,0.0,0.0
page,0.0,0.0,0.0
page,0.0,0.0,0.0
page,0.0,0.0,0.0
page,0.0,0.0,0.0
page,0.0,0.0,0.0
page,0.0,0.0,0.0
page,0.0,0.0,0.0
page,0.0,0.0,0.0
phone,0.657142855265,0.91999999632,0.766666178
phone,0.657142855265,0.91999999632,0.766666178
phone,0.657142855265,0.91999999632,0.766666178
phone,0.657142855265,0.91999999632,0.766666178
phone,0.657142855265,0.91999999632,0.766666178
phone,0.657142855265,0.91999999632,0.766666178
phone,0.657142855265,0.91999999632,0.766666178
phone,0.657142855265,0.91999999632,0.766666178
phone,0.657142855265,0.91999999632,0.766666178
phone,0.657142855265,0.91999999632,0.766666178
pubnum,0.0,0.0,0.0
pubnum,0.0,0.0,0.0
pubnum,0.0,0.0,0.0
pubnum,0.0,0.0,0.0
pubnum,0.0,0.0,0.0
pubnum,0.0,0.0,0.0
pubnum,0.0,0.0,0.0
pubnum,0.0,0.0,0.0
pubnum,0.0,0.0,0.0
pubnum,0.0,0.0,0.0
title,0.0,0.0,0.0
title,0.0,0.0,0.0
title,0.0,0.0,0.0
title,0.0,0.0,0.0
title,0.0,0.0,0.0
title,0.0,0.0,0.0
title,0.0,0.0,0.0
title,0.0,0.0,0.0
title,0.0,0.0,0.0
title,0.0,0.0,0.0
web,0.944444439198,0.999999994118,0.971428066286
web,0.944444439198,0.999999994118,0.971428066286
web,0.944444439198,0.999999994118,0.971428066286
web,0.944444439198,0.999999994118,0.971428066286
web,0.944444439198,0.999999994118,0.971428066286
web,0.944444439198,0.999999994118,0.971428066286
web,0.944444439198,0.999999994118,0.971428066286
web,0.944444439198,0.999999994118,0.971428066286
web,0.944444439198,0.999999994118,0.971428066286
web,0.944444439198,0.999999994118,0.971428066286
