isAbstract,cap1DicWordNumPer,isPubNum,pubNumPer,isMayName,dictWordNumPer,isEmail,isState,addrNumPer,digitNumPer,isPostCode,isIntro,dateNumPer,nonDictWordNumPer,isSingleCap,noteNumPer,isAffi,isAddr,degreeNumPer,isURL,isPhone,affiNumPer,isKeyWord,isMonth,isPrep,phoneNumPer,isCity,classfication_tag,isNote,cap1NonDicWordNumPer,isCountry,
0,0.666666666667,0,0.0,2,0.5,0,1,0.0,0.0,0,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,true,0,0.333333333333,1,
0,0.666666666667,0,0.0,0,0.5,0,0,0.0,0.0,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.333333333333,0,
0,0.666666666667,0,0.0,0,0.5,0,0,0.0,0.25,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.333333333333,0,
0,0.666666666667,0,0.0,0,0.666666666667,0,1,0.0,0.0,0,0,0.0,0.333333333333,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.333333333333,0,
0,0.666666666667,0,0.0,0,0.5,0,0,0.0,0.0,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.333333333333,0,
0,0.666666666667,0,0.0,0,0.5,0,0,0.0,0.25,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.333333333333,0,
0,0.666666666667,0,0.0,0,0.5,0,0,0.0,0.25,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.333333333333,0,
0,0.666666666667,0,0.0,1,0.5,0,1,0.0,0.25,0,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,true,0,0.333333333333,0,
0,0.727272727273,0,0.0,1,0.5,0,0,0.0,0.125,2,0,0.0,0.5,2,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,2,true,0,0.272727272727,2,
0,0.666666666667,0,0.0,0,0.5,0,0,0.0,0.25,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,true,0,0.333333333333,0,
0,0.5,0,0.0,1,0.333333333333,0,0,0.0,0.166666666667,1,0,0.0,0.666666666667,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.5,0,
0,0.666666666667,0,0.0,0,0.666666666667,0,0,0.0,0.333333333333,1,0,0.0,0.333333333333,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.333333333333,0,
0,0.666666666667,0,0.0,0,0.5,0,0,0.0,0.0,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.333333333333,0,
0,0.75,0,0.0,1,0.6,0,0,0.2,0.0,1,0,0.0,0.4,0,0.0,0,1,0.0,0,0,0.0,0,0,1,0.0,1,true,0,0.25,0,
0,0.6,0,0.0,2,0.5,0,0,0.166666666667,0.166666666667,0,0,0.0,0.5,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.4,1,
0,0.666666666667,0,0.0,0,0.444444444444,0,0,0.111111111111,0.111111111111,1,0,0.0,0.555555555556,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.333333333333,1,
0,0.333333333333,0,0.0,0,0.333333333333,0,0,0.0,0.0,0,0,0.0,0.666666666667,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,true,0,0.666666666667,1,
0,0.333333333333,0,0.0,0,0.25,0,0,0.0,0.25,0,0,0.0,0.75,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,true,0,0.666666666667,1,
0,0.333333333333,0,0.0,0,0.25,0,0,0.0,0.25,0,0,0.0,0.75,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,true,0,0.666666666667,1,
0,0.666666666667,0,0.0,2,0.571428571429,0,0,0.142857142857,0.0,0,0,0.0,0.428571428571,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.333333333333,2,
0,0.666666666667,0,0.0,0,0.5,0,0,0.0,0.0,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,true,0,0.333333333333,0,
0,0.5,0,0.0,0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,true,0,0.5,1,
0,0.75,0,0.0,2,0.75,0,0,0.0,0.0,0,0,0.0,0.25,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,true,0,0.25,0,
0,0.666666666667,0,0.0,1,0.4,0,0,0.0,0.0,1,0,0.0,0.6,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,true,0,0.333333333333,0,
0,0.666666666667,0,0.0,2,0.5,0,1,0.0,0.0,0,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,true,0,0.333333333333,1,
0,0.75,0,0.0,1,0.5,0,0,0.0,0.0,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,true,0,0.25,1,
0,0.833333333333,0,0.0,1,0.555555555556,0,0,0.111111111111,0.222222222222,2,0,0.0,0.444444444444,0,0.0,1,1,0.0,0,0,0.111111111111,0,0,1,0.0,2,true,0,0.166666666667,0,
0,0.666666666667,0,0.0,0,0.5,0,0,0.0,0.25,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,true,0,0.333333333333,0,
0,0.666666666667,0,0.0,1,0.5,0,0,0.0,0.0,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.333333333333,0,
0,0.666666666667,0,0.0,0,0.5,0,0,0.0,0.0,1,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,true,0,0.333333333333,0,
0,0.25,0,0.0,1,0.142857142857,0,0,0.0,0.142857142857,0,0,0.0,0.857142857143,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.75,0,
0,0.333333333333,0,0.0,1,0.25,0,0,0.0,0.25,0,0,0.0,0.75,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,true,0,0.666666666667,0,
