isAbstract,cap1DicWordNumPer,pubNumPer,isMayName,dictWordNumPer,isPubNum,isState,addrNumPer,isSingleCap,digitNumPer,isPostCode,isIntro,singleDigitNumPer,dateNumPer,nonDictWordNumPer,isPage,noteNumPer,isAffi,isAddr,degreeNumPer,isURL,isPhone,affiNumPer,isKeyWord,linePos,isMonth,isPrep,phoneNumPer,isCity,isNote,cap1NonDicWordNumPer,isEmail,isCountry,classfication_tag
0,0.0,0.0,0,0.333333333333,0,0,0.0,0,0.0,0,0,0.0,0.0,0.666666666667,0,0.0,0,0,0.0,1,0,0.0,0,6,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.333333333333,0,0,0.0,0,0.0,0,0,0.0,0.0,0.666666666667,0,0.0,0,0,0.0,1,0,0.0,0,5,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.5,0,0,0.0,0,0.0,0,0,0.0,0.0,0.5,0,0.0,0,0,0.0,1,0,0.0,0,17,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,2,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.333333333333,0,0,0.0,0,0.0,0,0,0.0,0.0,0.666666666667,0,0.0,0,0,0.0,1,0,0.0,0,5,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,5,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,6,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.5,0,0,0.0,0,0.0,0,0,0.0,0.0,0.5,0,0.0,0,0,0.0,1,0,0.0,0,5,0,1,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,5,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,4,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,8,0,1,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,12,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,18,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,7,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.5,0,0,0.0,0,0.0,0,0,0.0,0.0,0.5,0,0.0,0,0,0.0,1,0,0.0,0,5,0,1,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.25,0,0,0.0,0,0.0,0,0,0.0,0.0,0.75,0,0.0,0,0,0.0,1,0,0.0,0,9,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,5,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,10,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.666666666667,0,0,0.0,0,0.0,0,0,0.0,0.0,0.333333333333,0,0.0,0,0,0.0,1,0,0.0,0,9,0,1,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.333333333333,0,0,0.0,0,0.0,0,0,0.0,0.0,0.666666666667,0,0.0,0,0,0.0,1,0,0.0,0,14,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,8,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,5,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.25,0,0,0.0,0,0.0,0,0,0.0322580645161,0.0,0.75,0,0.0,0,0,0.0,1,0,0.0,0,4,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,7,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0144927536232,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,11,0,1,0.0,0,0,1.0,0,0,true
0,0.0,0.0,1,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,3,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.5,0,0,0.0,0,0.0,0,0,0.0,0.0,0.5,0,0.0,0,0,0.0,1,0,0.0,0,7,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.5,0,0,0.0,0,0.0,0,0,0.0,0.0,0.5,0,0.0,0,0,0.0,1,0,0.0,0,11,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,10,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.5,0,0,0.0,0,0.0,0,0,0.0,0.0,0.5,0,0.0,0,0,0.0,1,0,0.0,0,5,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.5,0,0,0.0,0,0.0,0,0,0.0625,0.0,0.5,0,0.0,0,0,0.0,1,0,0.0,0,0,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.5,0,0,0.0,0,0.0,0,0,0.0576923076923,0.0,0.5,0,0.0,0,0,0.0,1,0,0.0,0,0,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,8,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,12,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,9,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,14,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0,0.0,0,4,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.5,0,0,0.0,0,0.0,0,0,0.0,0.0,0.5,0,0.0,0,0,0.0,1,0,0.0,0,5,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.333333333333,0,0,0.0,0,0.0,0,0,0.0,0.0,0.666666666667,0,0.0,0,0,0.0,1,0,0.0,0,5,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.25,0,0,0.0,0,0.0,0,0,0.0,0.0,0.75,0,0.0,0,0,0.0,1,0,0.0,0,7,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,5,0,1,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0,0.0,0,9,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.5,0,0,0.0,0,0.0,0,0,0.0,0.0,0.5,0,0.0,0,0,0.0,1,0,0.0,0,4,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,0.333333333333,0,0,0.0,0,0.0,0,0,0.0,0.0,0.666666666667,0,0.0,0,0,0.0,1,0,0.0,0,6,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,5,0,1,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,1,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,1,0.75,0,0,0.0,0,0.0,0,0,0.0,0.0,0.25,0,0.0,0,0,0.0,1,0,0.0,0,6,0,1,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,5,0,0,0.0,0,0,1.0,0,0,true
0,0.0,0.0,0,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,10,0,0,0.0,0,0,1.0,0,0,true
